model_name_raw,family,task_count,family_score_raw,family_score_percentile_0_100,expected_task_count,family_complete,version,metric
01-ai/Yi-34B-200K,GPQA,3,0.3499029905279905,85.14233241505968,3,True,1.0,acc_norm
01-ai/Yi-34B-200K,IFEval,1,0.184652278177458,4.18732782369146,1,True,2.0,inst_level_strict_acc
01-ai/Yi-34B-200K,MATH-Hard,0,,,7,False,2.0,exact_match
01-ai/Yi-34B-200K,MMLU-Pro,1,0.4534574468085106,85.48209366391185,1,True,0.1,acc
01-ai/Yi-34B-200K,MuSR,3,0.38171874999999994,52.304866850321396,3,True,1.0,acc_norm
01-ai/Yi-34B-Chat,ARC,1,0.6160409556313993,72.28915662650603,1,True,1.0,acc_norm
01-ai/Yi-34B-Chat,BBH,24,0.5560872910766165,67.87612241158145,24,True,0.0,acc_norm
01-ai/Yi-34B-Chat,GPQA,3,0.33580886705886703,79.94490358126721,3,True,1.0,acc_norm
01-ai/Yi-34B-Chat,IFEval,1,0.5275779376498801,52.53443526170799,1,True,2.0,inst_level_strict_acc
01-ai/Yi-34B-Chat,MATH-Hard,0,,,7,False,2.0,exact_match
01-ai/Yi-34B-Chat,MMLU-Pro,1,0.4093251329787234,76.2534435261708,1,True,0.1,acc
01-ai/Yi-34B-Chat,MuSR,3,0.39784375,55.0872359963269,3,True,1.0,acc_norm
01-ai/Yi-6B,ARC,1,0.5435153583617748,36.144578313253014,1,True,1.0,acc_norm
01-ai/Yi-6B,BBH,24,0.43092305910008655,40.93595382078065,24,True,0.0,acc_norm
01-ai/Yi-6B,GPQA,3,0.26913248788248784,27.823691460055098,3,True,1.0,acc_norm
01-ai/Yi-6B,IFEval,1,0.3513189448441247,30.220385674931126,1,True,2.0,inst_level_strict_acc
01-ai/Yi-6B,MATH-Hard,0,,,7,False,2.0,exact_match
01-ai/Yi-6B,MMLU-Pro,1,0.2991190159574468,38.62258953168044,1,True,0.1,acc
01-ai/Yi-6B,MuSR,3,0.39368749999999997,48.44811753902663,3,True,1.0,acc_norm
01-ai/Yi-6B-200K,ARC,1,0.537542662116041,33.13253012048193,1,True,1.0,acc_norm
01-ai/Yi-6B-200K,BBH,24,0.42892948109603307,36.32146783947224,24,True,0.0,acc_norm
01-ai/Yi-6B-200K,GPQA,3,0.2707789895289895,36.17998163452709,3,True,1.0,acc_norm
01-ai/Yi-6B-200K,IFEval,1,0.0947242206235011,1.487603305785124,1,True,2.0,inst_level_strict_acc
01-ai/Yi-6B-200K,MATH-Hard,0,,,7,False,2.0,exact_match
01-ai/Yi-6B-200K,MMLU-Pro,1,0.2844082446808511,35.81267217630854,1,True,0.1,acc
01-ai/Yi-6B-200K,MuSR,3,0.45873958333333337,74.06795224977043,3,True,1.0,acc_norm
01-ai/Yi-6B-Chat,ARC,1,0.537542662116041,33.13253012048193,1,True,1.0,acc_norm
01-ai/Yi-6B-Chat,BBH,24,0.41326019207548687,34.83828110683526,24,True,0.0,acc_norm
01-ai/Yi-6B-Chat,GPQA,3,0.29401905964405955,54.52708907254362,3,True,1.0,acc_norm
01-ai/Yi-6B-Chat,IFEval,1,0.3980815347721823,35.06887052341598,1,True,2.0,inst_level_strict_acc
01-ai/Yi-6B-Chat,MATH-Hard,0,,,7,False,2.0,exact_match
01-ai/Yi-6B-Chat,MMLU-Pro,1,0.3061003989361702,40.99173553719008,1,True,0.1,acc
01-ai/Yi-6B-Chat,MuSR,3,0.36879166666666663,31.386593204775025,3,True,1.0,acc_norm
01-ai/Yi-9B,ARC,1,0.60580204778157,59.036144578313255,1,True,1.0,acc_norm
01-ai/Yi-9B,BBH,24,0.49396075125308075,47.870853949056254,24,True,0.0,acc_norm
01-ai/Yi-9B,GPQA,3,0.3124439218189217,67.41046831955923,3,True,1.0,acc_norm
01-ai/Yi-9B,IFEval,1,0.3273381294964029,27.493112947658403,1,True,2.0,inst_level_strict_acc
01-ai/Yi-9B,MATH-Hard,0,,,7,False,2.0,exact_match
01-ai/Yi-9B,MMLU-Pro,1,0.3573803191489361,56.005509641873275,1,True,0.1,acc
01-ai/Yi-9B,MuSR,3,0.40540624999999997,58.03489439853076,3,True,1.0,acc_norm
01-ai/Yi-9B-200K,ARC,1,0.575938566552901,45.18072289156627,1,True,1.0,acc_norm
01-ai/Yi-9B-200K,BBH,24,0.4793302602023641,44.01342312625985,24,True,0.0,acc_norm
01-ai/Yi-9B-200K,GPQA,3,0.3134215321715321,67.61248852157944,3,True,1.0,acc_norm
01-ai/Yi-9B-200K,IFEval,1,0.2805755395683453,14.352617079889807,1,True,2.0,inst_level_strict_acc
01-ai/Yi-9B-200K,MATH-Hard,0,,,7,False,2.0,exact_match
01-ai/Yi-9B-200K,MMLU-Pro,1,0.3622007978723404,58.51239669421487,1,True,0.1,acc
01-ai/Yi-9B-200K,MuSR,3,0.42940625,62.21303948576676,3,True,1.0,acc_norm
01-ai/Yi-Coder-9B-Chat,ARC,0,,,1,False,1.0,acc_norm
01-ai/Yi-Coder-9B-Chat,BBH,24,0.48142000339111674,47.53069452079898,24,True,0.0,acc_norm
01-ai/Yi-Coder-9B-Chat,GPQA,3,0.23690198690198686,8.852157943067034,3,True,1.0,acc_norm
01-ai/Yi-Coder-9B-Chat,IFEval,1,0.5419664268585132,54.3801652892562,1,True,2.0,inst_level_strict_acc
01-ai/Yi-Coder-9B-Chat,MATH-Hard,0,,,7,False,2.0,exact_match
01-ai/Yi-Coder-9B-Chat,MMLU-Pro,1,0.2425199468085106,28.402203856749313,1,True,0.1,acc
01-ai/Yi-Coder-9B-Chat,MuSR,3,0.3991770833333333,48.25528007346188,3,True,1.0,acc_norm
1-800-LLMs/Qwen-2.5-14B-Hindi,ARC,0,,,1,False,1.0,acc_norm
1-800-LLMs/Qwen-2.5-14B-Hindi,BBH,24,0.65239015319562,85.83814366868243,24,True,0.0,acc_norm
1-800-LLMs/Qwen-2.5-14B-Hindi,GPQA,3,0.36893604081104076,91.24885215794306,3,True,1.0,acc_norm
1-800-LLMs/Qwen-2.5-14B-Hindi,IFEval,1,0.6438848920863309,68.92561983471074,1,True,2.0,inst_level_strict_acc
1-800-LLMs/Qwen-2.5-14B-Hindi,MATH-Hard,7,0.2330455506341642,78.13688212927757,7,True,2.0,exact_match
1-800-LLMs/Qwen-2.5-14B-Hindi,MMLU-Pro,1,0.5262632978723404,92.5068870523416,1,True,0.1,acc
1-800-LLMs/Qwen-2.5-14B-Hindi,MuSR,3,0.4489375,66.6574839302112,3,True,1.0,acc_norm
1-800-LLMs/Qwen-2.5-14B-Hindi-Custom-Instruct,ARC,0,,,1,False,1.0,acc_norm
1-800-LLMs/Qwen-2.5-14B-Hindi-Custom-Instruct,BBH,24,0.6284322714967583,81.55465457210921,24,True,0.0,acc_norm
1-800-LLMs/Qwen-2.5-14B-Hindi-Custom-Instruct,GPQA,3,0.37710611148111145,94.13223140495866,3,True,1.0,acc_norm
1-800-LLMs/Qwen-2.5-14B-Hindi-Custom-Instruct,IFEval,1,0.3345323741007194,28.31955922865014,1,True,2.0,inst_level_strict_acc
1-800-LLMs/Qwen-2.5-14B-Hindi-Custom-Instruct,MATH-Hard,7,0.28090672285539076,83.44196994387109,7,True,2.0,exact_match
1-800-LLMs/Qwen-2.5-14B-Hindi-Custom-Instruct,MMLU-Pro,1,0.516373005319149,90.41322314049587,1,True,0.1,acc
1-800-LLMs/Qwen-2.5-14B-Hindi-Custom-Instruct,MuSR,3,0.4490625,77.38292011019284,3,True,1.0,acc_norm
1024m/PHI-4-Hindi,ARC,0,,,1,False,1.0,acc_norm
1024m/PHI-4-Hindi,BBH,24,0.6710015642760666,89.24202858713579,24,True,0.0,acc_norm
1024m/PHI-4-Hindi,GPQA,3,0.39979002479002473,97.36455463728191,3,True,1.0,acc_norm
1024m/PHI-4-Hindi,IFEval,1,0.0107913669064748,0.3856749311294766,1,True,2.0,inst_level_strict_acc
1024m/PHI-4-Hindi,MATH-Hard,7,0.21057525045176023,72.14376244794495,7,True,2.0,exact_match
1024m/PHI-4-Hindi,MMLU-Pro,1,0.523936170212766,91.95592286501378,1,True,0.1,acc
1024m/PHI-4-Hindi,MuSR,3,0.4913541666666667,91.4967860422406,3,True,1.0,acc_norm
1024m/QWEN-14B-B100,ARC,0,,,1,False,1.0,acc_norm
1024m/QWEN-14B-B100,BBH,24,0.653271132679638,86.93764889133223,24,True,0.0,acc_norm
1024m/QWEN-14B-B100,GPQA,3,0.34576765826765826,84.19651056014692,3,True,1.0,acc_norm
1024m/QWEN-14B-B100,IFEval,1,0.8093525179856115,92.89256198347108,1,True,2.0,inst_level_strict_acc
1024m/QWEN-14B-B100,MATH-Hard,7,0.0,10.429114611624117,7,True,2.0,exact_match
1024m/QWEN-14B-B100,MMLU-Pro,1,0.5178690159574468,90.9366391184573,1,True,0.1,acc
1024m/QWEN-14B-B100,MuSR,3,0.41,52.121212121212125,3,True,1.0,acc_norm
152334H/miqu-1-70b-sf,ARC,0,,,1,False,1.0,acc_norm
152334H/miqu-1-70b-sf,BBH,24,0.6102361685099691,79.37625984973428,24,True,0.0,acc_norm
152334H/miqu-1-70b-sf,GPQA,3,0.3546187608687608,88.74196510560147,3,True,1.0,acc_norm
152334H/miqu-1-70b-sf,IFEval,1,0.5779376498800959,60.05509641873278,1,True,2.0,inst_level_strict_acc
152334H/miqu-1-70b-sf,MATH-Hard,0,,,7,False,2.0,exact_match
152334H/miqu-1-70b-sf,MMLU-Pro,1,0.4227892287234042,78.62258953168045,1,True,0.1,acc
152334H/miqu-1-70b-sf,MuSR,3,0.45820833333333333,81.76308539944903,3,True,1.0,acc_norm
1TuanPham/T-VisStar-7B-v0.1,ARC,0,,,1,False,1.0,acc_norm
1TuanPham/T-VisStar-7B-v0.1,BBH,24,0.5052203113352468,51.46715228147334,24,True,0.0,acc_norm
1TuanPham/T-VisStar-7B-v0.1,GPQA,3,0.2866311928811929,45.98714416896235,3,True,1.0,acc_norm
1TuanPham/T-VisStar-7B-v0.1,IFEval,1,0.4256594724220623,37.68595041322314,1,True,2.0,inst_level_strict_acc
1TuanPham/T-VisStar-7B-v0.1,MATH-Hard,0,,,7,False,2.0,exact_match
1TuanPham/T-VisStar-7B-v0.1,MMLU-Pro,1,0.3210605053191489,45.53719008264463,1,True,0.1,acc
1TuanPham/T-VisStar-7B-v0.1,MuSR,3,0.4375,66.02387511478422,3,True,1.0,acc_norm
1TuanPham/T-VisStar-v0.1,ARC,0,,,1,False,1.0,acc_norm
1TuanPham/T-VisStar-v0.1,BBH,24,0.5052203113352468,51.46715228147334,24,True,0.0,acc_norm
1TuanPham/T-VisStar-v0.1,GPQA,3,0.2866311928811929,45.98714416896235,3,True,1.0,acc_norm
1TuanPham/T-VisStar-v0.1,IFEval,1,0.4256594724220623,37.68595041322314,1,True,2.0,inst_level_strict_acc
1TuanPham/T-VisStar-v0.1,MATH-Hard,0,,,7,False,2.0,exact_match
1TuanPham/T-VisStar-v0.1,MMLU-Pro,1,0.3210605053191489,45.53719008264463,1,True,0.1,acc
1TuanPham/T-VisStar-v0.1,MuSR,3,0.4375,66.02387511478422,3,True,1.0,acc_norm
3rd-Degree-Burn/L-3.1-Science-Writer-8B,ARC,0,,,1,False,1.0,acc_norm
3rd-Degree-Burn/L-3.1-Science-Writer-8B,BBH,24,0.5041306326216103,55.96596115081547,24,True,0.0,acc_norm
3rd-Degree-Burn/L-3.1-Science-Writer-8B,GPQA,3,0.27748813686313684,34.97704315886134,3,True,1.0,acc_norm
3rd-Degree-Burn/L-3.1-Science-Writer-8B,IFEval,1,0.4976019184652278,47.878787878787875,1,True,2.0,inst_level_strict_acc
3rd-Degree-Burn/L-3.1-Science-Writer-8B,MATH-Hard,7,0.09314446635388804,47.68241897519464,7,True,2.0,exact_match
3rd-Degree-Burn/L-3.1-Science-Writer-8B,MMLU-Pro,1,0.3649434840425531,59.72451790633608,1,True,0.1,acc
3rd-Degree-Burn/L-3.1-Science-Writer-8B,MuSR,3,0.3959479166666666,58.31037649219467,3,True,1.0,acc_norm
3rd-Degree-Burn/Llama-3.1-8B-Squareroot,ARC,0,,,1,False,1.0,acc_norm
3rd-Degree-Burn/Llama-3.1-8B-Squareroot,BBH,24,0.34609423326328864,24.218893164742536,24,True,0.0,acc_norm
3rd-Degree-Burn/Llama-3.1-8B-Squareroot,GPQA,3,0.25434750434750436,14.99540863177227,3,True,1.0,acc_norm
3rd-Degree-Burn/Llama-3.1-8B-Squareroot,IFEval,1,0.2781774580335731,13.994490358126722,1,True,2.0,inst_level_strict_acc
3rd-Degree-Burn/Llama-3.1-8B-Squareroot,MATH-Hard,0,,,7,False,2.0,exact_match
3rd-Degree-Burn/Llama-3.1-8B-Squareroot,MMLU-Pro,1,0.1749501329787234,23.305785123966942,1,True,0.1,acc
3rd-Degree-Burn/Llama-3.1-8B-Squareroot,MuSR,3,0.3089166666666667,1.965105601469238,3,True,1.0,acc_norm
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,ARC,0,,,1,False,1.0,acc_norm
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,BBH,24,0.3342770311925125,23.346160894264248,24,True,0.0,acc_norm
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,GPQA,3,0.257628367003367,17.897153351698808,3,True,1.0,acc_norm
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,IFEval,1,0.3585131894484412,31.129476584022036,1,True,2.0,inst_level_strict_acc
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,MATH-Hard,7,0.05259312301701708,38.9643309795401,7,True,2.0,exact_match
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,MMLU-Pro,1,0.1126994680851063,3.581267217630854,1,True,0.1,acc
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,MuSR,3,0.3340625,15.766758494031222,3,True,1.0,acc_norm
3rd-Degree-Burn/Llama-Squared-8B,ARC,0,,,1,False,1.0,acc_norm
3rd-Degree-Burn/Llama-Squared-8B,BBH,24,0.4431025683868353,42.38019974344878,24,True,0.0,acc_norm
3rd-Degree-Burn/Llama-Squared-8B,GPQA,3,0.26733972046472043,27.649219467401284,3,True,1.0,acc_norm
3rd-Degree-Burn/Llama-Squared-8B,IFEval,1,0.3477218225419664,29.75206611570248,1,True,2.0,inst_level_strict_acc
3rd-Degree-Burn/Llama-Squared-8B,MATH-Hard,0,,,7,False,2.0,exact_match
3rd-Degree-Burn/Llama-Squared-8B,MMLU-Pro,1,0.2366190159574468,27.933884297520663,1,True,0.1,acc
3rd-Degree-Burn/Llama-Squared-8B,MuSR,3,0.30894791666666666,12.846648301193754,3,True,1.0,acc_norm
4season/final_model_test_v2,ARC,0,,,1,False,1.0,acc_norm
4season/final_model_test_v2,BBH,24,0.6342049783295018,76.38354407183435,24,True,0.0,acc_norm
4season/final_model_test_v2,GPQA,3,0.32211133773633766,71.47842056932966,3,True,1.0,acc_norm
4season/final_model_test_v2,IFEval,1,0.381294964028777,33.58126721763085,1,True,2.0,inst_level_strict_acc
4season/final_model_test_v2,MATH-Hard,0,,,7,False,2.0,exact_match
4season/final_model_test_v2,MMLU-Pro,1,0.3528091755319149,54.049586776859506,1,True,0.1,acc
4season/final_model_test_v2,MuSR,3,0.4314479166666667,68.85215794306704,3,True,1.0,acc_norm
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,ARC,0,,,1,False,1.0,acc_norm
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,BBH,24,0.5119887898349903,58.721596115081546,24,True,0.0,acc_norm
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,GPQA,3,0.30476467976467975,62.98438934802571,3,True,1.0,acc_norm
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,IFEval,1,0.7613908872901679,84.29752066115702,1,True,2.0,inst_level_strict_acc
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,MATH-Hard,7,0.06637392409183433,43.6538113344197,7,True,2.0,exact_match
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,MMLU-Pro,1,0.3732546542553192,64.21487603305785,1,True,0.1,acc
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,MuSR,3,0.38200000000000006,47.43801652892561,3,True,1.0,acc_norm
AALF/FuseChat-Llama-3.1-8B-SFT-preview,ARC,0,,,1,False,1.0,acc_norm
AALF/FuseChat-Llama-3.1-8B-SFT-preview,BBH,24,0.5240303130445233,61.84487813817116,24,True,0.0,acc_norm
AALF/FuseChat-Llama-3.1-8B-SFT-preview,GPQA,3,0.3079119954119954,63.544536271809,3,True,1.0,acc_norm
AALF/FuseChat-Llama-3.1-8B-SFT-preview,IFEval,1,0.7721822541966427,86.03305785123968,1,True,2.0,inst_level_strict_acc
AALF/FuseChat-Llama-3.1-8B-SFT-preview,MATH-Hard,7,0.10358428675551266,53.42205323193917,7,True,2.0,exact_match
AALF/FuseChat-Llama-3.1-8B-SFT-preview,MMLU-Pro,1,0.3743351063829787,64.90358126721763,1,True,0.1,acc
AALF/FuseChat-Llama-3.1-8B-SFT-preview,MuSR,3,0.40199999999999997,58.54912764003674,3,True,1.0,acc_norm
AALF/gemma-2-27b-it-SimPO-37K,ARC,0,,,1,False,1.0,acc_norm
AALF/gemma-2-27b-it-SimPO-37K,BBH,24,0.3911343917952534,36.23442367601246,24,True,0.0,acc_norm
AALF/gemma-2-27b-it-SimPO-37K,GPQA,3,0.2853766603766603,41.35904499540863,3,True,1.0,acc_norm
AALF/gemma-2-27b-it-SimPO-37K,IFEval,1,0.2853717026378897,14.93112947658402,1,True,2.0,inst_level_strict_acc
AALF/gemma-2-27b-it-SimPO-37K,MATH-Hard,0,,,7,False,2.0,exact_match
AALF/gemma-2-27b-it-SimPO-37K,MMLU-Pro,1,0.1971409574468085,24.958677685950413,1,True,0.1,acc
AALF/gemma-2-27b-it-SimPO-37K,MuSR,3,0.3487604166666667,20.220385674931126,3,True,1.0,acc_norm
AALF/gemma-2-27b-it-SimPO-37K-100steps,ARC,0,,,1,False,1.0,acc_norm
AALF/gemma-2-27b-it-SimPO-37K-100steps,BBH,24,0.39308230769885016,37.35110866776618,24,True,0.0,acc_norm
AALF/gemma-2-27b-it-SimPO-37K-100steps,GPQA,3,0.2803510147260147,42.525252525252526,3,True,1.0,acc_norm
