model_name_raw,c8_model_dir,run_id,c8_model_revision,c8_model_sha,c1_record_count,c1_record_ids,match_status,c1_match_basis,c2_record_number,c2_match_status,c2_match_basis,c3_match_basis,c4_match_basis,alias_match_used,human_confirmed_version_match,version_match_status,strict_version_confirmed,c3_exact_name_record_count,c4_exact_name_record_count,provisional_unique_name_candidate,interpretation
01-ai/Yi-1.5-9B-Chat-16K,01-ai_Yi-1.5-9B-Chat-16K,ada5d6b38f346476aa74d2f9075c03a253b659af28132eb9b1bb887b92b57728,2b397e5f0fab87984efa66856c5c4ed4bbe68b50,2b397e5f0fab87984efa66856c5c4ed4bbe68b50,1,[12],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,12,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
01-ai/Yi-34B,01-ai_Yi-34B,03b64c2ba5b629dd50e68c2da994a7991f3ed85b1617d4f152b9b2fb6f579c62,e1e7da8c75cfd5c44522228599fd4d2990cedd1c,e1e7da8c75cfd5c44522228599fd4d2990cedd1c,1,[13],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,13,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
01-ai/Yi-34B-200K,01-ai_Yi-34B-200K,957c2bcf0ce9b0887a3544a1f8885e6fcdeaf8c9fb073e372e0875932eb0db5a,8ac1a1ebe011df28b78ccd08012aeb2222443c77,8ac1a1ebe011df28b78ccd08012aeb2222443c77,1,[14],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,14,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
01-ai/Yi-34B-Chat,01-ai_Yi-34B-Chat,a63dde576a8a57c2ace74af3a1e04e3b9c26e6cc87a338769acc67fd11bdba1a,2e528b6a80fb064a0a746c5ca43114b135e30464,2e528b6a80fb064a0a746c5ca43114b135e30464,1,[15],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,15,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
01-ai/Yi-6B,01-ai_Yi-6B,84b5a02da7f0a156de3fd5bfa06cf88696c2825145b261d8648871011ec80995,7f7fb7662fd8ec09029364f408053c954986c8e5,7f7fb7662fd8ec09029364f408053c954986c8e5,1,[16],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,16,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
01-ai/Yi-6B-200K,01-ai_Yi-6B-200K,3622d3e4318a0632a9f836215f3bb209c6c0a1c784f9dd5daf61b9b0a6592672,4a74338e778a599f313e9fa8f5bc08c717604420,4a74338e778a599f313e9fa8f5bc08c717604420,1,[17],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,17,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
01-ai/Yi-6B-Chat,01-ai_Yi-6B-Chat,0947d05abeabeecaf0abe74c3aa628672a178a0db02c775b18a77c7a7a61bb72,01f7fabb6cfb26efeb764da4a0a19cad2c754232,01f7fabb6cfb26efeb764da4a0a19cad2c754232,1,[18],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,18,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
01-ai/Yi-9B,01-ai_Yi-9B,b023cf7c2ee7c7e7ca21c4fe5d709356c7e488700418f68c0abfb6ccb37cb7b3,b4a466d95091696285409f1dcca3028543cb39da,b4a466d95091696285409f1dcca3028543cb39da,1,[19],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,19,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
01-ai/Yi-9B-200K,01-ai_Yi-9B-200K,8c8c00e11ec1b7aa37be07a26391b1af0d805808b407e914b5e5fe762e041f85,8c93accd5589dbb74ee938e103613508c4a9b88d,8c93accd5589dbb74ee938e103613508c4a9b88d,1,[20],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,20,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
01-ai/Yi-Coder-9B-Chat,01-ai_Yi-Coder-9B-Chat,30c6fb03b002270356cdfd71b045f4e6826dc9802e8fd78d1666c406f4ebbeab,356a1f8d4e4a606d0b879e54191ca809918576b8,356a1f8d4e4a606d0b879e54191ca809918576b8,1,[21],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,21,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
1-800-LLMs/Qwen-2.5-14B-Hindi,1-800-LLMs_Qwen-2.5-14B-Hindi,9b6ea9b57166d58ecf4d3d6a91d8fd32bc5d7b75c0c43046bf3bc445a0ffef2b,554e931a1b7e72689bdf044f8507e319e4b722e7,554e931a1b7e72689bdf044f8507e319e4b722e7,1,[22],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,22,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
1-800-LLMs/Qwen-2.5-14B-Hindi-Custom-Instruct,1-800-LLMs_Qwen-2.5-14B-Hindi-Custom-Instruct,8dd3139f1bd5b0f9c9e568758eaee2b8d0b0918ace8625be9b1031d9ea76ce48,05b8099d33cc43eb065ab4aadb13c5362e1c3cbe,05b8099d33cc43eb065ab4aadb13c5362e1c3cbe,1,[23],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,23,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
1024m/PHI-4-Hindi,1024m_PHI-4-Hindi,3e46e2e4450f42c36c538151a8330cf2e02107b96b1e2d1a4857064c5b0de5cf,9bb64444dcd4d306619ac29bcb32d29299238373,9bb64444dcd4d306619ac29bcb32d29299238373,1,[24],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,24,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
1024m/QWEN-14B-B100,1024m_QWEN-14B-B100,34e49a7375079dd8a64f5994c95095970fd262d26de2a21d5334158774deab4c,adecb879fc4c585b789f36f19d5bccc150f40837,adecb879fc4c585b789f36f19d5bccc150f40837,1,[25],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,25,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
152334H/miqu-1-70b-sf,152334H_miqu-1-70b-sf,90b0232e663dbeefeb847cb98e556947979c4a6f1edad789a9303cb15fc592f5,1dca4cce36f01f2104ee2e6b97bac6ff7bb300c1,1dca4cce36f01f2104ee2e6b97bac6ff7bb300c1,1,[26],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,26,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
1TuanPham/T-VisStar-7B-v0.1,1TuanPham_T-VisStar-7B-v0.1,e67a5d26be085f09d102eadb25bd70173014f669ee61db16827febe1aa202dea,b111b59971c14b46c888b96723ff7f3c7b6fd92f,b111b59971c14b46c888b96723ff7f3c7b6fd92f,1,[27],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,27,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
1TuanPham/T-VisStar-v0.1,1TuanPham_T-VisStar-v0.1,a58bf8326fd0c2ebcdbe90b686087c098420b874c9e317d57a40cdd49250d81d,c9779bd9630a533f7e42fd8effcca69623d48c9c,c9779bd9630a533f7e42fd8effcca69623d48c9c,1,[28],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,28,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
3rd-Degree-Burn/L-3.1-Science-Writer-8B,3rd-Degree-Burn_L-3.1-Science-Writer-8B,24c099189c4b41171856b78bd884323f7623cb3b4c814364065b535d746e1b43,d9bb11fb02f8eca3aec408912278e513377115da,d9bb11fb02f8eca3aec408912278e513377115da,1,[29],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,29,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
3rd-Degree-Burn/Llama-3.1-8B-Squareroot,3rd-Degree-Burn_Llama-3.1-8B-Squareroot,e2467c8562cf111d6af67816551dbbfc7423dfe7182859bbaaa2c66b9d37da8c,2bec01c2c5d53276eac2222c80190eb44ab2e6af,2bec01c2c5d53276eac2222c80190eb44ab2e6af,1,[30],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,30,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,3rd-Degree-Burn_Llama-3.1-8B-Squareroot-v1,2bc3fe87e649e540e4954366c780602a35ed6d43637fcf7e8ec690b6782ad4a0,09339d9c3b118ae3c6e7beab8b84347471990988,09339d9c3b118ae3c6e7beab8b84347471990988,1,[31],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,31,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
3rd-Degree-Burn/Llama-Squared-8B,3rd-Degree-Burn_Llama-Squared-8B,b75dfbd84ede8fcf255628d14d2c2bd8dc5e641f71fe4e0f8cf39a8a6fd21257,f30737e92b3a3fa0ef2a3f3ade487cc94ad34400,f30737e92b3a3fa0ef2a3f3ade487cc94ad34400,1,[32],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,32,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
4season/final_model_test_v2,4season_final_model_test_v2,03152a1727486891986727f54904e1ed44ef0c77e0976a3b540bf956845b5e88,cf690c35d9cf0b0b6bf034fa16dbf88c56fe861c,cf690c35d9cf0b0b6bf034fa16dbf88c56fe861c,1,[33],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,33,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,AALF_FuseChat-Llama-3.1-8B-Instruct-preview,3c1e1f307d6129c1079519558925eee802457a64b8c7ede8625c2efb34e47eb9,f740497979293c90fa1cfaa7c446016e107cc2c1,f740497979293c90fa1cfaa7c446016e107cc2c1,1,[34],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,34,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
AALF/FuseChat-Llama-3.1-8B-SFT-preview,AALF_FuseChat-Llama-3.1-8B-SFT-preview,17bd283f34f5fdf93489d874ef67f332982861877606d7555a0e8c5695eee148,601f2b8c448acc5686656d3979ed732ce050b827,601f2b8c448acc5686656d3979ed732ce050b827,1,[35],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,35,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
AALF/gemma-2-27b-it-SimPO-37K,AALF_gemma-2-27b-it-SimPO-37K,20ae0c51310036228552a3eb16d78ce6b9836a66b074a94277dd50c8fb8e5a38,27f15219df2000a16955c9403c3f38b5f3413b3d,27f15219df2000a16955c9403c3f38b5f3413b3d,1,[36],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,36,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
AALF/gemma-2-27b-it-SimPO-37K-100steps,AALF_gemma-2-27b-it-SimPO-37K-100steps,104662d452a0c77d1eadd5574d852adc3552757ffb4a80c627f5150c6db9a2e8,d5cbf18b2eb90b77f5ddbb74cfcaeedfa692c90c,d5cbf18b2eb90b77f5ddbb74cfcaeedfa692c90c,1,[37],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,37,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
AELLM/gemma-2-aeria-infinity-9b,AELLM_gemma-2-aeria-infinity-9b,495743ee8b7130fe4c0a907d6441674dc487282e6f6335ab61930d0ec877603f,24e1de07258925d5ddb52134b66e2eb0d698dc11,24e1de07258925d5ddb52134b66e2eb0d698dc11,1,[38],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,38,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
AELLM/gemma-2-lyco-infinity-9b,AELLM_gemma-2-lyco-infinity-9b,1e9e51c30aaedbedaa3ccfba16fe0e2ae3383b92521d44f9e902a79a64bec225,2941a682fcbcfea3f1485c9e0691cc1d9edc742e,2941a682fcbcfea3f1485c9e0691cc1d9edc742e,1,[39],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,39,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
AGI-0/Art-v0-3B,AGI-0_Art-v0-3B,7b47f53f721d1aefde2996185eb4248398488d0be7ed18dac3f97df09758706a,7a55f84e91334c5732b516c35432bf59c7001525,7a55f84e91334c5732b516c35432bf59c7001525,1,[40],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,40,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
AGI-0/Artificium-llama3.1-8B-001,AGI-0_Artificium-llama3.1-8B-001,826635e4f29ac536b69a1feeac18b71901cdd607180acb8731bafbc06fb8e1b5,6bf3dcca3b75a06a4e04e5f944e709cccf4673fd,6bf3dcca3b75a06a4e04e5f944e709cccf4673fd,1,[41],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,41,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
AGI-0/smartllama3.1-8B-001,AGI-0_smartllama3.1-8B-001,518ed4c121426ee053b4d5175e3bacca5a851022f576172a43ef25bb4672b92d,974d5ee685f1be003a1d8d08e907fe672d225035,974d5ee685f1be003a1d8d08e907fe672d225035,1,[42],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,42,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
AI-MO/NuminaMath-7B-CoT,AI-MO_NuminaMath-7B-CoT,6e58ecd381d1ca8f3401df6dffc3dfa866e4c60812867686d8aa23dc3c846a7f,ff7e3044218efe64128bd9c21f9ec66c3de04324,ff7e3044218efe64128bd9c21f9ec66c3de04324,1,[43],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,43,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
AI-MO/NuminaMath-7B-TIR,AI-MO_NuminaMath-7B-TIR,76c3c7b61b3be3e64d78196704b84fc264506e982689c7b3b8e0345cec1dbd16,c6e394cc0579423c9cde6df6cc192c07dae73388,c6e394cc0579423c9cde6df6cc192c07dae73388,1,[44],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,44,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
AI-Sweden-Models/Llama-3-8B-instruct,AI-Sweden-Models_Llama-3-8B-instruct,f0df65fccc8f8ca1c441d35e3ed082fc3eebceab379527dd36049795f7891e40,4e1c955228bdb4d69c1c4560e8d5872312a8f033,4e1c955228bdb4d69c1c4560e8d5872312a8f033,1,[45],exact_model_id_unique_record,exact C8 model-name string; unique C1 row required for candidate,45,one_to_one_base_row_confirmed,same C1/C2 row number; verified across all 12 base fields (text exact; numeric tolerance 5e-13),exact model-name intersection only; source/year metrics retained separately,no exact model-name intersection,False,False,source_version_missing,False,1,0,True,Exact-name joins are candidates only; C1 has no model revision/SHA field.
